Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,New_Item_Type
1344,324,1,812,6815,5,1,2,3,3161,8,2
1436,325,1,12717,2714,0,1,2,0,408,5,2
1086,121,0,4354,601,1,0,2,1,506,7,1
1478,324,1,1769,3802,5,1,2,3,1387,8,2
723,349,2,2782,6762,7,1,1,1,1561,3,1
945,400,2,9215,5011,2,1,1,1,1466,1,1
130,198,0,12984,4029,9,1,0,1,1868,4,0
1212,403,2,11584,2225,3,1,2,2,1389,0,1
32,315,0,12109,2270,7,1,1,1,1411,3,0
632,70,2,8999,4396,8,2,0,1,2105,6,1
1123,272,0,7670,5435,1,0,2,1,1655,7,1
1202,376,0,2648,7721,3,1,2,2,2573,0,1
382,318,0,12075,7475,2,1,1,1,674,1,1
396,305,2,8785,4512,9,1,0,1,582,4,1
359,376,0,2774,7925,6,2,1,1,2726,2,1
981,324,2,5661,5187,5,1,2,3,2950,8,1
73,324,0,9948,1386,5,1,2,3,1858,8,0
771,376,0,6360,2521,2,1,1,1,973,1,1
355,324,0,4646,3247,5,1,2,3,1344,8,1
19,299,0,6834,7149,1,0,2,1,2628,7,0
536,146,0,1375,4761,7,1,1,1,962,3,1
868,324,0,1341,5353,5,1,2,3,3217,8,1
1252,408,2,8996,2232,8,2,0,1,1362,6,1
415,324,2,116,5250,5,1,2,3,1034,8,1
1202,376,0,2638,7644,7,1,1,1,1912,3,1
1170,378,2,5129,4784,9,1,0,1,1657,4,1
1204,243,2,6555,3743,6,2,1,1,901,2,1
334,288,2,11421,6992,9,1,0,1,2613,4,1
522,378,2,11627,2424,3,1,2,2,1327,0,1
467,319,0,4321,3114,2,1,1,1,1971,1,1
1516,78,1,6346,2849,0,1,2,0,215,5,2
1465,378,1,676,5010,3,1,2,2,2596,0,2
607,384,0,645,4825,3,1,2,2,602,0,1
1207,49,0,12062,1920,3,1,2,2,1309,0,1
866,342,2,7580,7959,2,1,1,1,3379,1,1
453,384,0,7210,4808,2,1,1,1,859,1,1
1122,326,0,2063,5512,7,1,1,1,1068,3,1
591,372,0,11913,2890,6,2,1,1,1201,2,1
209,178,0,6699,6285,9,1,0,1,1009,4,1
188,281,0,257,3302,1,0,2,1,1620,7,1
1049,308,0,147,6272,1,0,2,1,3040,7,1
998,324,0,12532,6015,4,2,0,0,539,8,1
961,333,2,5259,4619,7,1,1,1,948,3,1
887,410,2,7392,1812,3,1,2,2,1239,0,1
880,280,2,8889,2631,8,2,0,1,2129,6,1
359,324,0,2747,7909,5,1,2,3,3142,8,1
140,359,0,12389,7653,9,1,0,1,2044,4,0
163,366,2,7999,2445,3,1,2,2,575,0,1
158,324,0,6388,3572,4,2,0,0,253,8,1
1395,406,1,2139,4483,1,0,2,1,1762,7,2
904,377,2,5789,3174,3,1,2,2,1956,0,1
68,255,0,11025,400,3,1,2,2,720,0,0
1466,294,1,6578,6315,6,2,1,1,2161,2,2
1541,383,1,11838,458,7,1,1,1,958,3,2
1216,270,2,290,2492,1,0,2,1,301,7,1
754,324,2,12910,1264,5,1,2,3,1721,8,1
354,289,0,4216,3867,1,0,2,1,1997,7,1
1249,219,0,7637,3077,0,1,2,0,229,5,1
1449,346,1,3707,7222,3,1,2,2,2223,0,2
1265,406,1,12507,166,7,1,1,1,449,3,2
747,344,2,10431,754,7,1,1,1,930,3,1
1097,393,0,11740,1968,2,1,1,1,589,1,1
1483,60,1,10014,3602,9,1,0,1,1269,4,2
220,376,2,170,4011,6,2,1,1,2679,2,1
270,304,2,325,3407,2,1,1,1,2413,1,1
243,406,0,12431,1920,8,2,0,1,990,6,1
276,324,2,6537,1222,5,1,2,3,835,8,1
325,334,2,3524,2328,3,1,2,2,293,0,1
1495,358,1,6739,4299,1,0,2,1,1843,7,2
769,388,2,7250,7015,6,2,1,1,2294,2,1
1,395,2,7856,4867,0,1,2,0,318,5,0
262,361,2,7665,1511,9,1,0,1,766,4,1
1271,133,1,2297,4694,1,0,2,1,2266,7,2
939,310,2,8101,7159,7,1,1,1,1177,3,1
1528,171,1,10241,971,7,1,1,1,677,3,2
4,68,2,118,5953,1,0,2,1,2487,7,0
1168,324,2,12745,8007,4,2,0,0,260,8,1
915,347,2,5296,2831,7,1,1,1,2157,3,1
859,251,0,12316,541,6,2,1,1,368,2,1
1199,356,2,9520,738,3,1,2,2,378,0,1
610,395,2,9243,649,6,2,1,1,506,2,1
77,324,0,3878,5233,5,1,2,3,3005,8,0
1257,393,0,10524,2886,3,1,2,2,1350,0,1
560,364,2,5985,4379,9,1,0,1,1850,4,1
573,400,0,12,8033,1,0,2,1,3015,7,1
753,334,2,9098,7856,6,2,1,1,1633,2,1
144,174,0,9209,3303,8,2,0,1,1677,6,0
395,324,0,430,5769,4,2,0,0,360,8,1
392,324,0,308,1237,5,1,2,3,1023,8,1
482,36,2,6818,1202,8,2,0,1,1389,6,1
1248,305,2,6874,7326,6,2,1,1,3376,2,1
504,400,0,6501,6204,9,1,0,1,1548,4,1
1019,377,0,7001,4437,7,1,1,1,3070,3,1
926,76,2,9323,6872,0,1,2,0,220,5,1
374,350,2,1623,3658,3,1,2,2,1445,0,1
968,331,0,10604,7057,1,0,2,1,3183,7,1
292,288,2,5949,5832,9,1,0,1,3061,4,1
656,314,2,648,5509,6,2,1,1,1668,2,1
410,377,0,6772,299,6,2,1,1,724,2,1
573,400,0,258,8050,0,1,2,0,263,5,1
230,331,0,12341,4168,9,1,0,1,1523,4,1
81,390,0,12287,4649,2,1,1,1,1199,1,0
771,376,0,6168,2488,8,2,0,1,2169,6,1
1212,403,2,11603,2155,2,1,1,1,984,1,1
1496,54,1,2398,4271,9,1,0,1,1229,4,2
1231,324,2,4637,2165,5,1,2,3,1397,8,1
269,360,0,12257,2110,2,1,1,1,1501,1,1
950,62,0,10194,3603,7,1,1,1,478,3,1
310,390,0,12461,5117,2,1,1,1,2797,1,1
81,390,0,12264,4777,9,1,0,1,1308,4,0
808,172,0,10731,2967,2,1,1,1,795,1,1
1520,363,1,5925,6023,6,2,1,1,2320,2,2
1530,377,1,1102,5653,3,1,2,2,1327,0,2
1307,269,1,9994,882,1,0,2,1,696,7,2
506,150,2,4515,1242,1,0,2,1,101,7,1
267,324,0,13435,6981,4,2,0,0,223,8,1
318,251,0,11602,2114,2,1,1,1,1960,1,1
324,378,2,12189,5814,3,1,2,2,2443,0,1
739,360,0,8051,6696,7,1,1,1,609,3,1
195,65,0,3479,4721,2,1,1,1,1830,1,1
610,324,2,9212,570,5,1,2,3,925,8,1
446,394,2,3972,3893,9,1,0,1,1551,4,1
489,366,0,3008,1971,7,1,1,1,1151,3,1
795,332,2,7970,1005,8,2,0,1,342,6,1
655,324,2,2683,7597,4,2,0,0,871,8,1
699,200,0,7289,4892,7,1,1,1,1335,3,1
1357,299,1,4045,1700,9,1,0,1,1321,4,2
351,324,2,3195,1888,5,1,2,3,2415,8,1
186,363,2,11914,5468,6,2,1,1,1180,2,1
391,342,2,7085,5091,9,1,0,1,2303,4,1
1428,151,1,8769,3095,1,0,2,1,1771,7,2
120,369,0,1830,902,6,2,1,1,1051,2,0
277,324,2,13435,1883,4,2,0,0,264,8,1
21,324,0,8933,2954,5,1,2,3,2012,8,0
208,337,2,3472,800,6,2,1,1,593,2,1
573,400,0,14,8041,8,2,0,1,1972,6,1
352,304,0,2810,2629,2,1,1,1,763,1,1
1036,39,0,13183,4193,0,1,2,0,427,5,1
490,300,2,9489,7019,2,1,1,1,1765,1,1
602,350,0,11850,1857,0,1,2,0,55,5,1
1273,366,1,4275,5486,8,2,0,1,1068,6,2
493,331,2,937,6459,7,1,1,1,1751,3,1
411,318,0,4442,1197,1,0,2,1,313,7,1
160,334,0,4171,5824,9,1,0,1,1095,4,1
474,409,2,11986,7321,9,1,0,1,1822,4,1
481,392,0,4554,6504,1,0,2,1,3131,7,1
87,374,0,4845,5167,7,1,1,1,2889,3,0
143,324,2,11101,3414,5,1,2,3,1554,8,0
1171,324,0,4841,534,5,1,2,3,779,8,1
275,295,0,5021,447,1,0,2,1,161,7,1
1288,367,1,2895,5380,1,0,2,1,1541,7,2
1169,377,2,8692,2880,1,0,2,1,1590,7,1
1249,219,0,4593,3129,8,2,0,1,1483,6,1
753,334,2,9119,7907,7,1,1,1,1792,3,1
19,299,0,6850,7099,9,1,0,1,2189,4,0
583,302,0,6108,7411,2,1,1,1,2895,1,1
750,352,0,1827,6743,8,2,0,1,1400,6,1
112,262,0,7698,7131,7,1,1,1,2066,3,0
93,314,0,11173,5851,6,2,1,1,1469,2,0
993,182,2,13435,498,0,1,2,0,15,5,1
1155,99,2,3979,4608,2,1,1,1,1286,1,1
856,370,0,12320,4045,1,0,2,1,2050,7,1
1259,324,0,2494,5036,5,1,2,3,2284,8,1
1428,151,1,8820,3116,2,1,1,1,1771,1,2
1048,394,0,10567,904,6,2,1,1,464,2,1
587,336,2,10112,7158,0,1,2,0,228,5,1
315,382,0,2018,2078,1,0,2,1,449,7,1
347,387,0,1104,4410,1,0,2,1,2268,7,1
210,104,0,12805,6257,0,1,2,0,720,5,1
263,357,0,13435,1442,0,1,2,0,131,5,1
81,390,0,12268,4658,7,1,1,1,2376,3,0
600,151,0,10225,6304,6,2,1,1,1792,2,1
870,196,0,9028,1212,8,2,0,1,1571,6,1
1542,324,1,3430,5399,5,1,2,3,1643,8,2
349,398,2,1193,5906,6,2,1,1,2380,2,1
918,322,0,2265,55,6,2,1,1,467,2,1
490,300,2,9473,7049,7,1,1,1,3193,3,1
700,369,2,230,1304,6,2,1,1,1175,2,1
84,335,0,10306,912,3,1,2,2,883,0,0
1425,289,1,3165,438,1,0,2,1,581,7,2
1411,328,1,576,5953,8,2,0,1,1248,6,2
94,343,0,12677,604,7,1,1,1,1158,3,0
323,109,2,9824,3729,3,1,2,2,1007,0,1
779,358,2,1490,1062,8,2,0,1,767,6,1
1462,379,1,11055,2695,1,0,2,1,856,7,2
1212,403,2,11545,2244,1,0,2,1,835,7,1
801,303,0,12983,2680,2,1,1,1,1368,1,1
1327,404,1,12606,7124,9,1,0,1,1483,4,2
489,324,0,2972,1937,5,1,2,3,2504,8,1
1089,53,2,12674,4547,8,2,0,1,1585,6,1
432,68,2,554,2025,2,1,1,1,1144,1,1
1246,398,2,1404,2552,8,2,0,1,893,6,1
1368,291,1,9834,6182,6,2,1,1,705,2,2
1182,321,2,9205,1893,8,2,0,1,1073,6,1
677,395,2,10988,4958,0,1,2,0,623,5,1
1545,369,1,8647,56,8,2,0,1,314,6,2
1408,392,1,9928,5661,8,2,0,1,1459,6,2
824,415,0,12012,2190,0,1,2,0,182,5,1
1107,396,0,9269,5507,1,0,2,1,2100,7,1
667,101,2,8611,4114,8,2,0,1,1302,6,1
894,109,2,11715,1888,2,1,1,1,1658,1,1
1195,319,0,304,1349,9,1,0,1,1259,4,1
442,362,2,2416,2261,7,1,1,1,1061,3,1
832,324,2,7047,4539,4,2,0,0,302,8,1
1448,375,1,1717,1551,2,1,1,1,1029,1,2
900,355,0,2172,81,0,1,2,0,4,5,1
416,270,2,6359,1776,8,2,0,1,886,6,1
1427,329,1,2355,5464,1,0,2,1,1981,7,2
1435,396,1,863,922,8,2,0,1,660,6,2
1522,350,1,7112,7258,6,2,1,1,2749,2,2
216,31,2,5922,3789,6,2,1,1,1798,2,1
532,379,0,8431,48,1,0,2,1,820,7,1
774,324,0,6717,2365,5,1,2,3,2078,8,1
17,132,0,8802,2039,1,0,2,1,1394,7,0
857,380,0,9624,6246,3,1,2,2,1407,0,1
513,13,2,12007,3939,3,1,2,2,527,0,1
12,43,0,5505,1805,1,0,2,1,1437,7,0
1528,171,1,10213,1006,1,0,2,1,980,7,2
164,199,2,8478,6725,1,0,2,1,2537,7,1
37,40,0,13249,4139,6,2,1,1,1496,2,0
1551,318,1,12110,183,0,1,2,0,6,5,2
570,289,0,9518,7822,0,1,2,0,256,5,1
1505,390,1,6262,6001,1,0,2,1,2499,7,2
1032,403,2,7149,3607,6,2,1,1,2464,2,1
929,318,2,8275,5637,0,1,2,0,516,5,1
82,397,0,3833,957,9,1,0,1,704,4,0
176,361,2,10421,1871,8,2,0,1,784,6,1
1227,324,0,1744,3149,5,1,2,3,2025,8,1
625,91,0,7455,3774,6,2,1,1,1641,2,1
1389,122,1,7156,7950,8,2,0,1,3484,6,2
301,324,2,876,2519,4,2,0,0,197,8,1
77,208,0,6937,5192,0,1,2,0,488,5,0
53,374,0,4322,4971,1,0,2,1,2562,7,0
1494,276,1,9083,655,9,1,0,1,405,4,2
1329,393,1,4890,3698,8,2,0,1,1529,6,2
200,324,2,10590,1981,5,1,2,3,2215,8,1
709,324,2,13303,2172,5,1,2,3,2620,8,1
244,342,2,8026,343,0,1,2,0,11,5,1
226,324,2,6366,2290,4,2,0,0,551,8,1
1233,379,2,7944,5894,9,1,0,1,2057,4,1
536,146,0,1383,4736,2,1,1,1,1413,1,1
539,271,0,13375,2335,2,1,1,1,2336,1,1
1477,365,1,9874,6282,2,1,1,1,2357,1,2
37,40,0,12942,4162,8,2,0,1,997,6,0
104,288,0,5037,10,9,1,0,1,773,4,0
616,47,2,8501,8029,1,0,2,1,3362,7,1
305,213,2,8007,7798,1,0,2,1,3042,7,1
958,115,2,10957,2167,3,1,2,2,1055,0,1
123,367,0,12225,5241,2,1,1,1,2701,1,0
1398,66,1,9169,3911,7,1,1,1,1997,3,2
1183,350,0,12398,6302,0,1,2,0,190,5,1
837,395,2,1443,2937,9,1,0,1,1134,4,1
1510,308,1,7872,6079,3,1,2,2,2228,0,2
855,302,0,3097,7329,2,1,1,1,2853,1,1
468,398,2,8083,6177,9,1,0,1,3037,4,1
825,324,0,7748,2949,4,2,0,0,80,8,1
181,298,2,11359,4877,3,1,2,2,1432,0,1
898,185,0,3552,2998,9,1,0,1,1470,4,1
364,222,0,9297,4118,3,1,2,2,1324,0,1
749,407,0,9318,3232,8,2,0,1,936,6,1
982,395,2,1897,3369,9,1,0,1,2117,4,1
1102,288,2,7080,5109,0,1,2,0,153,5,1
1198,21,2,8937,5693,0,1,2,0,518,5,1
23,291,0,801,598,7,1,1,1,852,3,0
1242,289,2,2010,2429,6,2,1,1,2169,2,1
227,327,0,12752,1521,8,2,0,1,1221,6,1
1174,377,0,6013,2940,3,1,2,2,2096,0,1
566,340,0,11905,1654,2,1,1,1,630,1,1
594,296,2,2404,5198,7,1,1,1,3177,3,1
1220,350,2,12822,1164,0,1,2,0,175,5,1
78,63,0,2085,5383,2,1,1,1,1184,1,0
1112,187,0,8217,6102,8,2,0,1,3154,6,1
835,401,2,2963,573,7,1,1,1,802,3,1
269,360,0,12224,2195,8,2,0,1,2091,6,1
1529,352,1,12968,3153,0,1,2,0,336,5,2
985,318,0,1787,4899,8,2,0,1,2633,6,1
680,395,0,11402,6820,6,2,1,1,3255,2,1
812,324,2,1322,513,5,1,2,3,1116,8,1
443,324,0,3441,4609,5,1,2,3,3180,8,1
143,259,2,11172,3501,2,1,1,1,957,1,0
1349,400,1,2579,682,8,2,0,1,873,6,2
38,392,0,5519,231,7,1,1,1,636,3,0
1318,371,1,11839,3531,2,1,1,1,1895,1,2
199,307,2,10797,2448,8,2,0,1,901,6,1
1081,320,2,4546,2836,8,2,0,1,1029,6,1
223,410,0,1871,2502,7,1,1,1,494,3,1
1210,324,0,6530,7743,5,1,2,3,3474,8,1
565,138,0,1271,7982,0,1,2,0,498,5,1
975,5,0,9997,3364,3,1,2,2,1604,0,1
756,324,0,9695,7695,5,1,2,3,3489,8,1
683,374,2,13435,300,0,1,2,0,8,5,1
832,284,2,3770,4425,7,1,1,1,1876,3,1
717,374,0,8396,1491,7,1,1,1,1330,3,1
11,380,0,2407,4413,2,1,1,1,2381,1,0
1501,324,1,9958,2428,5,1,2,3,1188,8,2
554,291,0,2614,6698,6,2,1,1,2769,2,1
139,390,0,9852,3590,1,0,2,1,2476,7,0
1381,290,1,11208,4639,6,2,1,1,1996,2,2
425,293,0,5587,3808,9,1,0,1,1536,4,1
123,367,0,12186,5224,1,0,2,1,2142,7,0
826,384,0,8861,7857,6,2,1,1,3120,2,1
1358,50,1,12163,5124,0,1,2,0,479,5,2
1219,285,0,4466,1161,8,2,0,1,1023,6,1
623,384,0,8704,6608,7,1,1,1,1926,3,1
836,398,0,7882,5468,9,1,0,1,1180,4,1
99,125,0,825,3592,7,1,1,1,1092,3,0
516,309,2,2161,5735,9,1,0,1,2667,4,1
714,378,0,3234,5066,6,2,1,1,3054,2,1
1328,324,1,11085,3480,5,1,2,3,2097,8,2
916,410,0,3621,5442,8,2,0,1,931,6,1
1163,374,2,5761,2226,8,2,0,1,1467,6,1
900,355,0,827,214,9,1,0,1,449,4,1
922,334,0,6004,4348,1,0,2,1,1999,7,1
1413,352,1,1636,664,0,1,2,0,188,5,2
1188,86,0,3551,5450,7,1,1,1,507,3,1
1470,324,1,6541,950,5,1,2,3,1914,8,2
1217,129,2,7532,2237,0,1,2,0,189,5,1
762,324,2,7179,2804,4,2,0,0,81,8,1
324,324,2,12149,5712,5,1,2,3,3321,8,1
116,358,0,3376,483,1,0,2,1,565,7,0
314,352,2,10686,5399,6,2,1,1,2162,2,1
718,324,2,12236,5630,5,1,2,3,3219,8,1
412,324,0,13435,6808,4,2,0,0,791,8,1
1008,324,2,8559,2935,5,1,2,3,2408,8,1
1136,231,0,809,2051,6,2,1,1,955,2,1
1417,318,1,100,3372,1,0,2,1,1938,7,2
562,331,0,4320,7277,3,1,2,2,1503,0,1
1415,371,1,6297,3381,8,2,0,1,1938,6,2
1080,375,2,4947,2057,9,1,0,1,1157,4,1
765,324,0,12030,1860,4,2,0,0,55,8,1
1295,276,1,6683,3031,1,0,2,1,631,7,2
419,69,0,9651,857,8,2,0,1,1138,6,1
248,324,0,5039,913,4,2,0,0,81,8,1
207,393,2,42,6945,1,0,2,1,2844,7,1
112,262,0,8651,7155,3,1,2,2,821,0,0
941,399,0,658,5901,9,1,0,1,1862,4,1
201,304,0,12262,8012,3,1,2,2,2921,0,1
503,324,0,9993,1971,5,1,2,3,2420,8,1
1455,296,1,11384,4473,2,1,1,1,1889,1,2
457,392,2,2595,4196,2,1,1,1,2223,1,1
762,0,2,3901,2863,9,1,0,1,1134,4,1
1468,324,1,2283,2984,5,1,2,3,2623,8,2
1434,363,1,13272,5716,2,1,1,1,1587,1,2
416,270,2,9660,1677,0,1,2,0,153,5,1
691,412,2,1739,3657,9,1,0,1,1516,4,1
1462,379,1,11073,2811,7,1,1,1,780,3,2
1005,325,2,11230,3929,3,1,2,2,401,0,1
1217,129,2,4526,2275,2,1,1,1,548,1,1
871,295,2,13435,3909,0,1,2,0,274,5,1
798,48,2,6481,1816,9,1,0,1,784,4,1
963,324,0,1492,7208,5,1,2,3,3337,8,1
572,207,0,2979,4805,1,0,2,1,1423,7,1
226,226,2,3270,2300,8,2,0,1,465,6,1
687,30,2,10897,4074,7,1,1,1,2606,3,1
968,331,0,10612,6998,9,1,0,1,2408,4,1
557,30,2,3583,5782,8,2,0,1,3056,6,1
1,324,2,4733,4947,5,1,2,3,2977,8,0
389,409,2,9358,5551,1,0,2,1,2704,7,1
1554,102,1,2642,3210,9,1,0,1,1905,4,2
365,175,0,2869,4354,2,1,1,1,1459,1,1
1000,410,0,4356,6107,7,1,1,1,1662,3,1
1379,390,1,13088,6098,2,1,1,1,2132,1,2
750,352,0,1847,6723,3,1,2,2,1255,0,1
1509,294,1,3296,4378,7,1,1,1,2143,3,2
1057,293,0,2528,7957,6,2,1,1,2267,2,1
539,271,0,13357,2364,9,1,0,1,868,4,1
494,311,2,11772,2339,6,2,1,1,950,2,1
1363,324,1,8799,1140,5,1,2,3,810,8,2
1349,400,1,2613,645,3,1,2,2,539,0,2
1310,412,1,427,7170,1,0,2,1,2542,7,2
762,0,2,3886,2925,8,2,0,1,1992,6,1
1000,410,0,4346,6152,6,2,1,1,2010,2,1
110,203,0,7547,7050,1,0,2,1,2863,7,0
845,119,2,9507,6993,7,1,1,1,3130,3,1
901,324,0,4805,5818,5,1,2,3,3014,8,1
462,349,2,12946,5806,7,1,1,1,1937,3,1
1222,377,0,10761,4909,8,2,0,1,1861,6,1
882,335,2,10905,1453,0,1,2,0,222,5,1
1504,14,1,3987,4863,6,2,1,1,1657,2,2
486,251,2,5605,437,7,1,1,1,391,3,1
780,151,0,6976,2971,1,0,2,1,226,7,1
215,319,2,7620,1927,8,2,0,1,1086,6,1
17,132,0,8812,2054,6,2,1,1,1697,2,0
1071,381,2,12477,1916,9,1,0,1,1474,4,1
29,79,0,2915,1736,1,0,2,1,1399,7,0
828,298,2,12462,4662,6,2,1,1,1728,2,1
58,339,0,10175,5145,7,1,1,1,2690,3,0
23,291,0,2145,602,0,1,2,0,176,5,0
1119,360,2,7263,482,1,0,2,1,168,7,1
1004,296,2,507,1704,7,1,1,1,708,3,1
1019,377,0,6977,4557,8,2,0,1,2148,6,1
1244,324,2,1598,1775,5,1,2,3,1509,8,1
484,296,0,8935,5401,1,0,2,1,2528,7,1
1143,280,2,11389,4696,9,1,0,1,1084,4,1
422,325,0,8115,7911,3,1,2,2,2393,0,1
1260,293,2,4416,3577,6,2,1,1,1085,2,1
920,374,0,10883,308,6,2,1,1,715,2,1
724,324,2,3691,671,5,1,2,3,1248,8,1
1281,403,1,10523,5882,2,1,1,1,1727,1,2
1386,171,1,4211,5322,6,2,1,1,2810,2,2
617,202,2,10129,2388,1,0,2,1,1044,7,1
698,359,0,6649,6221,3,1,2,2,1002,0,1
699,324,0,10873,4822,4,2,0,0,466,8,1
470,334,2,8405,6253,7,1,1,1,1930,3,1
1363,402,1,8835,1110,6,2,1,1,853,2,2
753,334,2,9126,7861,3,1,2,2,1949,0,1
531,319,2,10858,5370,9,1,0,1,1169,4,1
888,324,2,12321,2774,5,1,2,3,2403,8,1
236,415,0,8016,7820,8,2,0,1,3377,6,1
935,190,2,8548,1408,1,0,2,1,1173,7,1
1299,317,1,2531,4923,0,1,2,0,145,5,2
1031,348,2,4041,4696,1,0,2,1,1631,7,1
1458,324,1,6186,3289,4,2,0,0,351,8,2
1296,361,1,8395,7080,3,1,2,2,2880,0,2
585,235,0,4707,2239,8,2,0,1,937,6,1
1132,162,0,5130,6895,6,2,1,1,2386,2,1
636,406,0,1693,1912,1,0,2,1,1434,7,1
826,384,0,12011,7789,0,1,2,0,489,5,1
601,324,0,4847,3841,5,1,2,3,2682,8,1
1372,169,1,733,6621,7,1,1,1,2062,3,2
985,318,0,1961,4895,7,1,1,1,2567,3,1
77,208,0,3125,5187,3,1,2,2,3177,0,0
402,353,0,9796,6687,9,1,0,1,2301,4,1
1211,365,2,7411,6910,3,1,2,2,1292,0,1
707,306,0,13273,4634,6,2,1,1,1500,2,1
1513,314,1,2087,5443,8,2,0,1,2884,6,2
810,340,2,3902,2298,8,2,0,1,712,6,1
979,334,2,2428,139,2,1,1,1,686,1,1
905,369,0,11951,1769,6,2,1,1,1177,2,1
725,364,0,8906,2057,9,1,0,1,1019,4,1
1106,381,0,221,1574,6,2,1,1,387,2,1
1032,403,2,10495,3507,0,1,2,0,102,5,1
1105,349,0,5653,3339,9,1,0,1,1849,4,1
149,324,2,3396,3410,5,1,2,3,2849,8,1
1228,324,2,12849,6140,5,1,2,3,2892,8,1
658,324,0,3961,7360,5,1,2,3,2969,8,1
227,327,0,12769,1440,2,1,1,1,1055,1,1
1376,344,1,8330,7967,9,1,0,1,3060,4,2
51,324,0,7325,4452,5,1,2,3,3059,8,0
129,54,0,5,4370,7,1,1,1,2215,3,0
987,320,0,2765,986,2,1,1,1,1124,1,1
1506,272,1,1595,5087,2,1,1,1,1900,1,2
443,297,0,6302,4650,0,1,2,0,137,5,1
137,295,0,11106,2879,6,2,1,1,1372,2,0
264,324,0,13160,3062,5,1,2,3,3097,8,1
1381,290,1,11225,4673,7,1,1,1,1398,3,2
610,395,2,9245,652,8,2,0,1,329,6,1
519,368,2,4583,4124,3,1,2,2,2041,0,1
950,62,0,10186,3647,8,2,0,1,478,6,1
1301,259,1,2758,2520,0,1,2,0,204,5,2
635,358,0,5482,5549,8,2,0,1,1319,6,1
848,321,0,1724,6369,8,2,0,1,3198,6,1
1441,395,1,2938,1262,3,1,2,2,368,0,2
935,190,2,8563,1526,7,1,1,1,936,3,1
1129,373,0,12803,4791,8,2,0,1,1084,6,1
1506,324,1,1552,4975,5,1,2,3,2790,8,2
1035,324,0,10800,3525,5,1,2,3,2302,8,1
1193,324,2,1528,4871,4,2,0,0,322,8,1
326,262,0,5316,6455,0,1,2,0,904,5,1
1066,403,2,11385,6211,7,1,1,1,2357,3,1
806,406,0,4196,3262,8,2,0,1,1764,6,1
1222,377,0,10755,4929,1,0,2,1,2235,7,1
1096,307,0,6871,2655,9,1,0,1,1581,4,1
1554,324,1,2605,3359,5,1,2,3,2378,8,2
584,397,2,11908,4999,7,1,1,1,1582,3,1
320,304,2,3656,4171,2,1,1,1,1496,1,1
136,336,0,3973,2993,2,1,1,1,1470,1,0
690,350,0,10181,4704,2,1,1,1,1996,1,1
1553,349,1,8264,3506,8,2,0,1,1162,6,2
1122,326,0,2068,5537,3,1,2,2,2005,0,1
1228,370,2,13435,6164,0,1,2,0,993,5,1
117,356,0,6405,471,1,0,2,1,773,7,0
592,360,2,132,328,6,2,1,1,451,2,1
1074,413,0,8231,5307,2,1,1,1,3126,1,1
230,331,0,12327,4198,6,2,1,1,2598,2,1
128,67,2,12700,565,6,2,1,1,581,2,0
1294,327,1,10443,487,9,1,0,1,608,4,2
659,324,0,5582,3205,5,1,2,3,2084,8,1
878,324,0,13435,8049,4,2,0,0,1118,8,1
454,91,0,419,3059,9,1,0,1,1177,4,1
1183,324,0,13179,6206,5,1,2,3,3080,8,1
966,316,0,8638,3482,7,1,1,1,1647,3,1
144,174,0,9214,3278,9,1,0,1,2581,4,0
1112,187,0,8225,6029,9,1,0,1,3052,4,1
427,345,0,8351,643,7,1,1,1,188,3,1
1178,296,0,8126,7969,1,0,2,1,3265,7,1
882,335,2,7615,1400,2,1,1,1,1352,1,1
1117,294,0,2259,3015,6,2,1,1,737,2,1
1042,194,0,9726,1231,2,1,1,1,1121,1,1
84,335,0,10314,891,2,1,1,1,628,1,0
1499,314,1,7090,1590,3,1,2,2,842,0,2
1268,298,1,2882,5148,2,1,1,1,2483,1,2
696,324,2,217,1040,4,2,0,0,384,8,1
118,398,0,4612,3464,7,1,1,1,1492,3,0
184,324,0,12724,2287,4,2,0,0,64,8,1
985,324,0,1934,4993,5,1,2,3,1873,8,1
842,350,2,10231,3806,3,1,2,2,1471,0,1
71,363,0,3777,1354,2,1,1,1,1679,1,0
1256,308,2,6558,2195,1,0,2,1,618,7,1
805,324,2,7446,5346,4,2,0,0,338,8,1
203,324,0,7578,5546,4,2,0,0,168,8,1
787,398,0,5042,2736,2,1,1,1,1694,1,1
398,407,2,5898,5896,2,1,1,1,1615,1,1
88,288,0,4871,6845,2,1,1,1,2908,1,0
460,332,2,11940,2185,1,0,2,1,1467,7,1
160,334,0,4158,5824,8,2,0,1,1348,6,1
1422,153,1,5659,2257,1,0,2,1,551,7,2
1383,324,1,13435,4035,4,2,0,0,117,8,2
1338,124,1,4287,7075,2,1,1,1,3281,1,2
427,345,0,8333,601,1,0,2,1,846,7,1
1463,324,1,3868,6544,5,1,2,3,2399,8,2
555,280,0,10557,504,7,1,1,1,628,3,1
60,339,0,5091,864,9,1,0,1,948,4,0
1154,319,2,6982,1099,6,2,1,1,1421,2,1
1167,314,2,13109,3109,1,0,2,1,1765,7,1
529,333,2,6050,2801,6,2,1,1,1544,2,1
868,312,0,1435,5464,9,1,0,1,1534,4,1
512,349,0,7067,440,2,1,1,1,391,1,1
